content,label
"mr. mcdonald finishes the evening with his own material, making hits spanning his pop career to his doobie brothers productions and a selection of r & g cover songs all met with success results.",neutral
Finnish insurance company Fennia and Kesko Group be stop their patriotic client relationship.,negative
The profit for the reporting period amounted to EUR 0.3 million.,neutral
"pay cuts equivalent overall to the price of about xxxv - ended forty five employees comprise also the quarry, but the company spokesperson said.",negative
tallinn oulu airport employs approximately 175 people.,neutral
The turbines are expected to be launched by the end of 2012 .,neutral
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",negative
mini super malls can have a prime location right next to sri myllypuro police station.,positive
"The information systems provider Sentera was the most heavily traded share with a price increase of 24.51 percent, after the software house SysOpen Digia had taken over 77.4 percent of the company this morning for just under 33 million euros.",neutral
"besides the nordic union, omx offers direct to the 21 percent of the nordic electricity baltic markets market.",neutral
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive
"Nokia Mobile Communications and Wireless Broadband Provider Nokia Inc NYSE: NOK today announced new financial targets and forecasts for Nokia and the mobile device industry, as well as Nokia Siemens Networks and the market for mobile and fixed infrastructure and related services.",neutral
"chance at broadband cable business speed down by 8% to eur eleven. 8 million, whereas lithuanian telecommunication see 19% growth to eur 80 1000.",negative
No changes regarding the Virala Oy Ab s possession of shares of Tiimari has claim spot.,neutral
"once however, the suspect successfully stole his burgundy based nissan nissan altima.",negative
"neste oil said saying it will eventually build a biodiesel production facility somewhere in downtown rotterdam, the netherlands, possibly at a an estimated cost of 670 million euros, hence naming instead france - norway based technip as the project's s main contractor.",neutral
the price index assessed eur 8mn.,neutral
"also the 2015 omx helsinki index was around 0. 26 33 pct levels lower at 9, 364. 80, 15 while the omx helsinki value cap portfolio maturity index was down 0. 32 34 pct downward at 5, 029. 25.",negative
"diligence in Asia + Â West pakistan, Malaya, Taiwan and Philippine islands Today, Global Research & Datum Services represent travel to publish several market analyses about the cementum markets in Asia.",neutral
"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",neutral
traffic flow from operations during each most recent quarter also reached a critical volume low.,negative
Stockmann and the Swedish sector company AB Lindex have reached an agreement on 30 September 2007 whereby Stockmann or a wholly-owned subsidiary of the company will make a public tender offer for all issued Lindex shares.,positive
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,neutral
"aspocomp said it would spin off its chinese and indian units, and some equipment for its remaining operations in finland, into a government - acquired conglomerate, assets in which it will then sell on to wong kong - listed meadville.",neutral
Finnish fibers and plastics producer Suominen Corporation OMX Helsingfors: SUY1V reported on Wednesday 22 Oct an operating release of EUR0. 8 m on final sales of EUR55. ii m for the third stern of 2008.,neutral
demand thereafter was similarly brisk as expected and all order levels have remained quite high.,positive
"under the changes envisaged, hk ruokatalo finland would later reduce its number of industrial travel places instead of business travelling in outside finland overnight from eight people to only six.",neutral
"That ' s what I survive to retire worrying astir every nighttime, ' he said.",negative
Rubin says he expects Capman to declare 1 - two additional minutes in 2009.,neutral
` ` The acquisition of Elektros Pavara complete KONE ' atomic number 16 market place expansion strategy in the Baltic Countries.,positive
Falco subbuteo Charles martin hall ' second sales agreement decrease twenty six percentage due to implement a new information scheme that involve change in the principal of posting sale.,negative
"profitability ( ebit % ) increase was in 13. 6 6 %, compared badly to only 14. 7 3 % in the q2 in 2009.",negative
"the ten year national rent contract with the new right price of prolongation on making the existing contract terms, was already signed between werner stockmann and for the local owner of the nearby shopping center in 1998.",neutral
Cramo Radical ' s fiscal aim for 2010 - 2013 are sales growth higher than 10 pct per year; return on equity above 15 percent.,positive
product investments and operational components ensure overall optimisation within the working processes and consequently further attain benefits of some 7 % - 9 %.,positive
southampton gsk pot announced publicly in november former 2008 that information technology would close its operations in east dartford.,negative
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral
total turnover came to mx 17mn from a profit of php 10. 8 mn in 2014.,negative
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral
"the report goes back to aggregate statistical statistics for ten important european specialty insurance companies, including brief profiles of other major players.",neutral
"L + Ãnnen Tehtaat's Food Division has been restructured into two strategic business units, Apetit Frozen Foods and Marams and Apetit Fish.",neutral
